"","id","time_agg","countN","x","y","lon","lat","DateTime","Type","month","year"
"41","046b",1753833600,11,23.2867690181818,51.3906042181818,23.2867690181818,51.3906042181818,2025-07-30 11:23:33,"faber",7,2025
"42","046b",1753920000,7,23.3117986285714,51.3565952,23.3117986285714,51.3565952,2025-07-31 11:27:33,"faber",7,2025
"43","046b",1754006400,13,23.2610434461538,51.3724598153846,23.2610434461538,51.3724598153846,2025-08-01 12:11:03,"faber",8,2025
"44","046b",1754092800,7,23.2954368,51.3601627428571,23.2954368,51.3601627428571,2025-08-02 09:53:11,"faber",8,2025
"45","046b",1754179200,6,23.2609717333333,51.3856202666667,23.2609717333333,51.3856202666667,2025-08-03 13:31:25,"faber",8,2025
"46","046b",1754265600,3,23.2507648,51.3884704,23.2507648,51.3884704,2025-08-04 13:01:21,"faber",8,2025
"47","046b",1754352000,16,23.2610917,51.3885732,23.2610917,51.3885732,2025-08-05 13:01:29,"faber",8,2025
"48","046b",1754438400,8,23.2597516,51.361062,23.2597516,51.361062,2025-08-06 14:16:32,"faber",8,2025
"49","046b",1754524800,7,23.2698621714286,51.3610212571429,23.2698621714286,51.3610212571429,2025-08-07 12:53:11,"faber",8,2025
"50","046b",1754611200,8,23.2973114,51.4000164,23.2973114,51.4000164,2025-08-08 10:31:55,"faber",8,2025
"51","046b",1754697600,5,23.29362048,51.35840128,23.29362048,51.35840128,2025-08-09 11:26:14,"faber",8,2025
"52","046b",1754784000,7,23.3187444571429,51.3690281142857,23.3187444571429,51.3690281142857,2025-08-10 13:01:55,"faber",8,2025
"53","046b",1754870400,10,23.30717616,51.3823584,23.30717616,51.3823584,2025-08-11 13:07:45,"faber",8,2025
"54","046b",1754956800,8,23.286574,51.3602552,23.286574,51.3602552,2025-08-12 12:24:18,"faber",8,2025
"55","046b",1755043200,13,23.3039543384615,51.385088,23.3039543384615,51.385088,2025-08-13 12:57:06,"faber",8,2025
"56","046b",1755129600,11,23.2619005090909,51.3785940363636,23.2619005090909,51.3785940363636,2025-08-14 12:07:01,"faber",8,2025
"57","046b",1755216000,11,23.2726296727273,51.3642717090909,23.2726296727273,51.3642717090909,2025-08-15 09:39:52,"faber",8,2025
"58","046b",1755302400,4,23.2949472,51.3615816,23.2949472,51.3615816,2025-08-16 14:16:33,"faber",8,2025
"59","046b",1755388800,5,23.31247328,51.35810368,23.31247328,51.35810368,2025-08-17 11:01:44,"faber",8,2025
"60","046b",1755475200,9,23.2743968,51.3638599111111,23.2743968,51.3638599111111,2025-08-18 13:54:47,"faber",8,2025
"61","046b",1755561600,7,23.26224,51.3841796571429,23.26224,51.3841796571429,2025-08-19 14:27:10,"faber",8,2025
"62","046b",1755648000,8,23.2267698,51.404056,23.2267698,51.404056,2025-08-20 14:01:41,"faber",8,2025
"63","046b",1755734400,14,23.2270284571429,51.4041222857143,23.2270284571429,51.4041222857143,2025-08-21 13:48:42,"faber",8,2025
"64","046b",1755820800,8,23.2285592,51.4035744,23.2285592,51.4035744,2025-08-22 14:23:54,"faber",8,2025
"65","046b",1755907200,8,23.2321526,51.4028908,23.2321526,51.4028908,2025-08-23 11:46:22,"faber",8,2025
"66","046b",1755993600,6,23.2311088,51.4026778666667,23.2311088,51.4026778666667,2025-08-24 12:21:39,"faber",8,2025
"67","046b",1756080000,6,23.2749525333333,51.3955317333333,23.2749525333333,51.3955317333333,2025-08-25 09:01:40,"faber",8,2025
"68","046b",1756166400,8,23.300622,51.372012,23.300622,51.372012,2025-08-26 13:16:39,"faber",8,2025
"69","046b",1756252800,14,23.3289784,51.3811412571429,23.3289784,51.3811412571429,2025-08-27 11:52:55,"faber",8,2025
"70","046b",1756339200,17,23.3067042823529,51.3709263058824,23.3067042823529,51.3709263058824,2025-08-28 14:05:01,"faber",8,2025
"71","046b",1756425600,17,23.3051955764706,51.3749281882353,23.3051955764706,51.3749281882353,2025-08-29 14:36:59,"faber",8,2025
"72","046b",1756512000,14,23.3020788571429,51.3893901714286,23.3020788571429,51.3893901714286,2025-08-30 11:40:05,"faber",8,2025
"73","046b",1756598400,11,23.2983688727273,51.3806868363636,23.2983688727273,51.3806868363636,2025-08-31 15:01:25,"faber",8,2025
"74","046b",1756684800,11,23.3094200727273,51.3767290181818,23.3094200727273,51.3767290181818,2025-09-01 15:07:18,"faber",9,2025
"75","046b",1756771200,14,23.306904,51.3783858285714,23.306904,51.3783858285714,2025-09-02 13:31:38,"faber",9,2025
"76","046b",1756857600,9,23.3372736,51.3618844444444,23.3372736,51.3618844444444,2025-09-03 12:01:28,"faber",9,2025
"77","046b",1756944000,3,23.3461786666667,51.3484565333333,23.3461786666667,51.3484565333333,2025-09-04 13:01:27,"faber",9,2025
"78","046b",1757030400,15,23.3132173866667,51.38774464,23.3132173866667,51.38774464,2025-09-05 13:13:34,"faber",9,2025
"79","046b",1757116800,14,23.3094459428571,51.3778020571429,23.3094459428571,51.3778020571429,2025-09-06 13:22:55,"faber",9,2025
"80","046b",1757203200,7,23.3336059428571,51.3738898285714,23.3336059428571,51.3738898285714,2025-09-07 12:35:44,"faber",9,2025
"81","046b",1757289600,15,23.31363744,51.37212608,23.31363744,51.37212608,2025-09-08 14:29:39,"faber",9,2025
"82","046b",1757376000,11,23.2663264,51.3342871272727,23.2663264,51.3342871272727,2025-09-09 09:50:38,"faber",9,2025
"83","046b",1757462400,15,23.30873568,51.38049856,23.30873568,51.38049856,2025-09-10 14:53:26,"faber",9,2025
"84","046b",1757548800,5,23.31320512,51.37726336,23.31320512,51.37726336,2025-09-11 06:25:42,"faber",9,2025
"85","046b",1757635200,11,23.3117237818182,51.3747866181818,23.3117237818182,51.3747866181818,2025-09-12 15:45:14,"faber",9,2025
"86","046b",1757721600,5,23.35084736,51.38754112,23.35084736,51.38754112,2025-09-13 13:13:32,"faber",9,2025
"87","046b",1757808000,4,23.3586708,51.3875848,23.3586708,51.3875848,2025-09-14 09:16:24,"faber",9,2025
"88","046b",1757894400,10,23.32399184,51.34597088,23.32399184,51.34597088,2025-09-15 14:37:27,"faber",9,2025
"89","046b",1757980800,1,23.360232,51.3470112,23.360232,51.3470112,2025-09-16 14:01:00,"faber",9,2025
"90","046b",1758067200,12,23.3485786666667,51.3561512,23.3485786666667,51.3561512,2025-09-17 11:31:40,"faber",9,2025
"91","046b",1758153600,12,23.2755032,51.4140957333333,23.2755032,51.4140957333333,2025-09-18 12:26:32,"faber",9,2025
"92","046b",1758240000,2,23.3584984,51.3502016,23.3584984,51.3502016,2025-09-19 09:01:34,"faber",9,2025
"93","046b",1758326400,13,23.3186380307692,51.3939884307692,23.3186380307692,51.3939884307692,2025-09-20 13:47:52,"faber",9,2025
"94","046b",1758412800,17,23.2987277176471,51.4257532235294,23.2987277176471,51.4257532235294,2025-09-21 14:26:10,"faber",9,2025
"95","046b",1758499200,25,23.291515584,51.423952512,23.291515584,51.423952512,2025-09-22 10:55:48,"faber",9,2025
"96","046b",1758585600,12,23.2873413333333,51.409672,23.2873413333333,51.409672,2025-09-23 07:51:35,"faber",9,2025
"97","046b",1758672000,11,23.302272,51.3917701818182,23.302272,51.3917701818182,2025-09-24 12:50:37,"faber",9,2025
"98","046b",1758758400,17,23.1893813647059,51.4107954823529,23.1893813647059,51.4107954823529,2025-09-25 14:29:36,"faber",9,2025
"99","046b",1758844800,6,22.6850178666667,51.2406949333333,22.6850178666667,51.2406949333333,2025-09-26 08:21:22,"faber",9,2025
"100","046b",1758931200,2,21.3721952,47.735592,21.3721952,47.735592,2025-09-27 12:01:53,"faber",9,2025
"101","046b",1759017600,9,20.7494030222222,47.7782890666667,20.7494030222222,47.7782890666667,2025-09-28 11:28:06,"faber",9,2025
"102","046b",1759104000,12,20.8467854666667,47.8240250666667,20.8467854666667,47.8240250666667,2025-09-29 12:41:28,"faber",9,2025
"103","046b",1759190400,8,20.8757232,47.85259,20.8757232,47.85259,2025-09-30 11:01:36,"faber",9,2025
"104","046b",1759276800,2,20.8943744,47.8561104,20.8943744,47.8561104,2025-10-01 10:31:40,"faber",10,2025
"105","046b",1759363200,11,20.8677352727273,47.8316704,20.8677352727273,47.8316704,2025-10-02 12:01:33,"faber",10,2025
"106","046b",1759449600,11,20.8718631272727,47.8422644363636,20.8718631272727,47.8422644363636,2025-10-03 12:06:51,"faber",10,2025
"107","046b",1759536000,15,20.9972906666667,47.6797444266667,20.9972906666667,47.6797444266667,2025-10-04 15:41:30,"faber",10,2025
"108","046b",1759622400,3,21.0034506666667,47.6415648,21.0034506666667,47.6415648,2025-10-05 02:41:12,"faber",10,2025
"109","046b",1759708800,10,20.74479632,47.75991104,20.74479632,47.75991104,2025-10-06 13:31:28,"faber",10,2025
"110","046b",1759795200,12,20.750792,47.7654578666667,20.750792,47.7654578666667,2025-10-07 12:41:23,"faber",10,2025
"111","046b",1759881600,14,20.7434918857143,47.7956576,20.7434918857143,47.7956576,2025-10-08 13:13:49,"faber",10,2025
"112","046b",1760140800,15,20.7434977066667,47.7956859733333,20.7434977066667,47.7956859733333,2025-10-11 16:00:51,"faber",10,2025
"113","046b",1760227200,17,20.7434788705882,47.7956965647059,20.7434788705882,47.7956965647059,2025-10-12 14:43:14,"faber",10,2025
"114","046b",1760313600,7,20.7435243428571,47.7956896,20.7435243428571,47.7956896,2025-10-13 10:18:01,"faber",10,2025
"115","046b",1760400000,16,20.7434678,47.7957,20.7434678,47.7957,2025-10-14 15:30:55,"faber",10,2025
"116","046b",1760486400,24,20.7434769333333,47.7957010666667,20.7434769333333,47.7957010666667,2025-10-15 11:30:53,"faber",10,2025
"117","046b",1760572800,35,20.7434874971429,47.7956937142857,20.7434874971429,47.7956937142857,2025-10-16 11:23:54,"faber",10,2025
"118","046b",1760659200,60,20.7434749066667,47.7956943466667,20.7434749066667,47.7956943466667,2025-10-17 10:41:08,"faber",10,2025
"119","046b",1760745600,30,20.74350144,47.7956983466667,20.74350144,47.7956983466667,2025-10-18 11:21:53,"faber",10,2025
"120","046b",1760832000,41,20.7434729756098,47.795693502439,20.7434729756098,47.795693502439,2025-10-19 11:12:43,"faber",10,2025
"121","046b",1760918400,44,20.7434806545455,47.7956826181818,20.7434806545455,47.7956826181818,2025-10-20 11:06:54,"faber",10,2025
"122","046b",1761004800,24,20.7435038,47.7956866666667,20.7435038,47.7956866666667,2025-10-21 11:30:58,"faber",10,2025
"123","046b",1761091200,18,20.7434684444444,47.7956903111111,20.7434684444444,47.7956903111111,2025-10-22 13:10:54,"faber",10,2025
"124","046b",1761177600,5,20.74344928,47.79571072,20.74344928,47.79571072,2025-10-23 08:36:58,"faber",10,2025
"125","046b",1761264000,13,20.7434903384615,47.7956548923077,20.7434903384615,47.7956548923077,2025-10-24 14:01:08,"faber",10,2025
"126","046b",1761350400,13,20.7434568615385,47.7956775384615,20.7434568615385,47.7956775384615,2025-10-25 14:42:39,"faber",10,2025
"127","046b",1761436800,17,20.7435025882353,47.7957159529412,20.7435025882353,47.7957159529412,2025-10-26 15:01:03,"faber",10,2025
"128","046b",1761523200,22,20.7434920727273,47.7956981818182,20.7434920727273,47.7956981818182,2025-10-27 10:31:03,"faber",10,2025
"129","046b",1761609600,24,20.7434553333333,47.7956996,20.7434553333333,47.7956996,2025-10-28 11:31:00,"faber",10,2025
"130","046b",1761696000,26,20.7434787692308,47.7956894769231,20.7434787692308,47.7956894769231,2025-10-29 11:32:06,"faber",10,2025
"131","046b",1761782400,24,20.7434580666667,47.7956902666667,20.7434580666667,47.7956902666667,2025-10-30 11:30:58,"faber",10,2025
"132","046b",1761868800,30,20.74346912,47.7957095466667,20.74346912,47.7957095466667,2025-10-31 11:30:34,"faber",10,2025
"133","046b",1761955200,30,20.7434813866667,47.79569184,20.7434813866667,47.79569184,2025-11-01 11:23:55,"faber",11,2025
"134","046b",1762041600,24,20.7434714666667,47.7956898666667,20.7434714666667,47.7956898666667,2025-11-02 11:30:55,"faber",11,2025
"135","046b",1762128000,22,20.7434903272727,47.7956955636364,20.7434903272727,47.7956955636364,2025-11-03 10:31:01,"faber",11,2025
"136","046b",1762214400,27,20.7434910222222,47.7957480296296,20.7434910222222,47.7957480296296,2025-11-04 13:26:15,"faber",11,2025
"137","046b",1762300800,51,20.743499827451,47.7956891607843,20.743499827451,47.7956891607843,2025-11-05 11:04:31,"faber",11,2025
"138","046b",1762387200,54,20.7434863703704,47.7956969481481,20.7434863703704,47.7956969481481,2025-11-06 11:12:42,"faber",11,2025
"139","046b",1762473600,56,20.7434994,47.7956749714286,20.7434994,47.7956749714286,2025-11-07 10:55:54,"faber",11,2025
"140","046b",1762560000,24,20.743457,47.7956772,20.743457,47.7956772,2025-11-08 11:31:01,"faber",11,2025
"141","046b",1762646400,11,20.7434830545455,47.79568,20.7434830545455,47.79568,2025-11-09 07:22:48,"faber",11,2025
"142","046b",1762732800,13,20.7434669538462,47.7956721230769,20.7434669538462,47.7956721230769,2025-11-10 15:56:20,"faber",11,2025
"143","046b",1762819200,2,20.7435296,47.7956624,20.7435296,47.7956624,2025-11-11 10:30:59,"faber",11,2025
"144","046b",1763251200,3,20.7434586666667,47.7956981333333,20.7434586666667,47.7956981333333,2025-11-16 11:00:42,"faber",11,2025
"145","046b",1763337600,1,20.7434896,47.7956096,20.7434896,47.7956096,2025-11-17 11:01:15,"faber",11,2025
"146","046b",1763424000,9,20.7435175111111,47.795728,20.7435175111111,47.795728,2025-11-18 15:07:41,"faber",11,2025
"147","046b",1763510400,17,20.7435008941176,47.7957140705882,20.7435008941176,47.7957140705882,2025-11-19 15:00:56,"faber",11,2025
"148","046b",1763596800,1,20.7435168,47.795696,20.7435168,47.795696,2025-11-20 00:01:05,"faber",11,2025
"149","046b",1764201600,4,20.7434644,47.7957296,20.7434644,47.7957296,2025-11-27 13:45:37,"faber",11,2025
"150","046b",1764288000,11,20.7434965818182,47.7956898909091,20.7434965818182,47.7956898909091,2025-11-28 13:00:59,"faber",11,2025
"151","046b",1764374400,1,20.7434928,47.7956736,20.7434928,47.7956736,2025-11-29 11:00:51,"faber",11,2025
"152","046b",1764806400,1,20.7434304,47.7956128,20.7434304,47.7956128,2025-12-04 13:59:45,"faber",12,2025
"153","046b",1764979200,4,20.7434448,47.7957224,20.7434448,47.7957224,2025-12-06 09:30:54,"faber",12,2025
"154","0688_1",1717977600,3,23.3392906666667,51.3742912,23.3392906666667,51.3742912,2024-06-10 22:05:37,"faber",6,2024
"155","0688_1",1718064000,101,23.3392539247525,51.3741810059406,23.3392539247525,51.3741810059406,2024-06-11 13:01:27,"faber",6,2024
"156","0688_1",1718150400,187,23.3393044192513,51.3741470973262,23.3393044192513,51.3741470973262,2024-06-12 10:17:36,"faber",6,2024
"157","0688_1",1718236800,5,23.33905312,51.37425728,23.33905312,51.37425728,2024-06-13 08:42:15,"faber",6,2024
"158","0688_1",1718323200,180,23.3393886488889,51.37422176,23.3393886488889,51.37422176,2024-06-14 11:34:00,"faber",6,2024
"159","0688_1",1718409600,267,23.3393782292135,51.3743474456929,23.3393782292135,51.3743474456929,2024-06-15 11:16:14,"faber",6,2024
"160","0688_1",1718496000,293,23.3392332395904,51.3741539494881,23.3392332395904,51.3741539494881,2024-06-16 11:53:02,"faber",6,2024
"161","0688_1",1718582400,325,23.3393582523077,51.3742123618462,23.3393582523077,51.3742123618462,2024-06-17 12:18:42,"faber",6,2024
"162","0688_1",1718668800,265,23.3391696241509,51.3741992090566,23.3391696241509,51.3741992090566,2024-06-18 11:24:25,"faber",6,2024
"163","0688_1",1718755200,221,23.3391689701357,51.3741602895928,23.3391689701357,51.3741602895928,2024-06-19 11:56:55,"faber",6,2024
"164","0688_1",1718841600,239,23.3392650845188,51.3741465037657,23.3392650845188,51.3741465037657,2024-06-20 10:35:42,"faber",6,2024
"165","0688_1",1718928000,323,23.3396330650155,51.3742549894737,23.3396330650155,51.3742549894737,2024-06-21 12:11:22,"faber",6,2024
"166","0688_1",1719014400,194,23.339285814433,51.374101542268,23.339285814433,51.374101542268,2024-06-22 11:23:17,"faber",6,2024
"167","0688_1",1719100800,386,23.3392951005181,51.374232373057,23.3392951005181,51.374232373057,2024-06-23 11:48:08,"faber",6,2024
"168","0688_1",1719187200,116,23.3393766896552,51.3741756965517,23.3393766896552,51.3741756965517,2024-06-24 12:15:10,"faber",6,2024
"169","0688_1",1719273600,400,23.339329712,51.37421748,23.339329712,51.37421748,2024-06-25 11:03:49,"faber",6,2024
"170","0688_1",1719360000,388,23.3393461649485,51.3741459958763,23.3393461649485,51.3741459958763,2024-06-26 10:50:37,"faber",6,2024
"171","0688_1",1719446400,316,23.3431315848101,51.3737556658228,23.3431315848101,51.3737556658228,2024-06-27 10:49:47,"faber",6,2024
"172","0688_1",1719532800,429,23.342583227972,51.3733654228438,23.342583227972,51.3733654228438,2024-06-28 11:32:48,"faber",6,2024
"173","0688_1",1719619200,389,23.3431142498715,51.3737985809769,23.3431142498715,51.3737985809769,2024-06-29 11:07:46,"faber",6,2024
"174","0688_1",1719705600,360,23.3431823955556,51.3738571911111,23.3431823955556,51.3738571911111,2024-06-30 11:16:11,"faber",6,2024
"175","0688_1",1719792000,319,23.343085908464,51.373842046395,23.343085908464,51.373842046395,2024-07-01 10:52:01,"faber",7,2024
"176","0688_1",1719878400,242,23.3431480991736,51.3737559669421,23.3431480991736,51.3737559669421,2024-07-02 10:43:28,"faber",7,2024
"177","0688_1",1719964800,421,23.3430649083135,51.3737810090261,23.3430649083135,51.3737810090261,2024-07-03 11:37:15,"faber",7,2024
"178","0688_1",1720051200,255,23.3430224878431,51.3737688470588,23.3430224878431,51.3737688470588,2024-07-04 11:16:30,"faber",7,2024
"179","0688_1",1720137600,297,23.3430631757576,51.3738726680135,23.3430631757576,51.3738726680135,2024-07-05 11:17:55,"faber",7,2024
"180","0688_1",1720224000,331,23.3432138102719,51.3737545087613,23.3432138102719,51.3737545087613,2024-07-06 11:06:51,"faber",7,2024
"181","0688_1",1720310400,242,23.3431548694215,51.3738449322314,23.3431548694215,51.3738449322314,2024-07-07 11:00:59,"faber",7,2024
"182","0688_1",1720396800,163,23.3431404368098,51.3737886625767,23.3431404368098,51.3737886625767,2024-07-08 11:27:40,"faber",7,2024
"183","0688_1",1720483200,229,23.3430743336245,51.3738405310044,23.3430743336245,51.3738405310044,2024-07-09 11:40:07,"faber",7,2024
"184","0688_1",1720569600,193,23.3430532891192,51.3737902259067,23.3430532891192,51.3737902259067,2024-07-10 11:19:01,"faber",7,2024
"185","0688_1",1720656000,196,23.3430456816327,51.3737838857143,23.3430456816327,51.3737838857143,2024-07-11 11:43:42,"faber",7,2024
"186","0688_1",1720742400,297,23.3432621037037,51.3739081481481,23.3432621037037,51.3739081481481,2024-07-12 12:03:50,"faber",7,2024
"187","0688_1",1720828800,253,23.343201429249,51.3738787920949,23.343201429249,51.3738787920949,2024-07-13 11:13:21,"faber",7,2024
"188","0688_1",1720915200,123,23.3431494504065,51.3737054178862,23.3431494504065,51.3737054178862,2024-07-14 13:10:52,"faber",7,2024
"189","0688_1",1721001600,152,23.3433117894737,51.3737662105263,23.3433117894737,51.3737662105263,2024-07-15 10:54:40,"faber",7,2024
"190","0688_1",1721088000,154,23.3431294857143,51.373753412987,23.3431294857143,51.373753412987,2024-07-16 10:39:34,"faber",7,2024
"191","0688_1",1721174400,115,23.3431160069565,51.3738285913043,23.3431160069565,51.3738285913043,2024-07-17 11:08:39,"faber",7,2024
"192","0688_1",1721260800,104,23.3430702,51.3737806461538,23.3430702,51.3737806461538,2024-07-18 11:23:54,"faber",7,2024
"193","0688_1",1721347200,111,23.343336,51.3739306666667,23.343336,51.3739306666667,2024-07-19 11:22:46,"faber",7,2024
"194","0688_1",1721433600,127,23.3430505322835,51.3738387653543,23.3430505322835,51.3738387653543,2024-07-20 11:07:11,"faber",7,2024
"195","0688_1",1721520000,130,23.3433498215385,51.3737957415385,23.3433498215385,51.3737957415385,2024-07-21 11:03:12,"faber",7,2024
"196","0688_1",1721606400,138,23.3432923246377,51.3738801623188,23.3432923246377,51.3738801623188,2024-07-22 11:37:41,"faber",7,2024
"197","0688_1",1721692800,38,23.3431094736842,51.3737848421053,23.3431094736842,51.3737848421053,2024-07-23 12:21:21,"faber",7,2024
"198","0688_1",1721779200,159,23.3431185610063,51.3738068327044,23.3431185610063,51.3738068327044,2024-07-24 11:37:44,"faber",7,2024
"199","0688_1",1721865600,45,23.3431099377778,51.3737951288889,23.3431099377778,51.3737951288889,2024-07-25 12:15:23,"faber",7,2024
"200","0688_1",1721952000,78,23.3435895179487,51.3739310769231,23.3435895179487,51.3739310769231,2024-07-26 12:02:54,"faber",7,2024
"201","0688_1",1722038400,146,23.3430117808219,51.3737841534247,23.3430117808219,51.3737841534247,2024-07-27 11:06:12,"faber",7,2024
"202","0688_1",1722124800,9,23.3432254222222,51.3739367111111,23.3432254222222,51.3739367111111,2024-07-28 09:57:57,"faber",7,2024
"203","0688_1",1722211200,97,23.3432025896907,51.3737628371134,23.3432025896907,51.3737628371134,2024-07-29 10:28:15,"faber",7,2024
"204","0688_1",1722297600,118,23.3431649355932,51.3737770576271,23.3431649355932,51.3737770576271,2024-07-30 10:51:40,"faber",7,2024
"205","0688_1",1722384000,142,23.3431571380282,51.3737641239437,23.3431571380282,51.3737641239437,2024-07-31 10:36:52,"faber",7,2024
"206","0688_2",1750204800,34,23.3203081411765,51.3537063529412,23.3203081411765,51.3537063529412,2025-06-18 14:59:31,"faber",6,2025
"207","0688_2",1750291200,14,23.3246864,51.3569117714286,23.3246864,51.3569117714286,2025-06-19 10:26:16,"faber",6,2025
"208","0688_2",1750377600,12,23.3249592,51.3577442666667,23.3249592,51.3577442666667,2025-06-20 13:10:38,"faber",6,2025
"209","0688_2",1750464000,39,23.321457148718,51.3552700717949,23.321457148718,51.3552700717949,2025-06-21 08:59:14,"faber",6,2025
"210","0688_2",1750550400,12,23.3244610666667,51.3571386666667,23.3244610666667,51.3571386666667,2025-06-22 13:46:33,"faber",6,2025
"211","0688_2",1750636800,38,23.3218956631579,51.3550292210526,23.3218956631579,51.3550292210526,2025-06-23 12:56:18,"faber",6,2025
"212","0688_2",1750723200,25,23.322158912,51.355012096,23.322158912,51.355012096,2025-06-24 13:19:55,"faber",6,2025
"213","0688_2",1750809600,66,23.3205113454545,51.3537754666667,23.3205113454545,51.3537754666667,2025-06-25 12:29:33,"faber",6,2025
"214","0688_2",1750896000,112,23.3209169857143,51.3540626857143,23.3209169857143,51.3540626857143,2025-06-26 10:55:31,"faber",6,2025
"215","0688_2",1750982400,50,23.323217216,51.355732672,23.323217216,51.355732672,2025-06-27 11:58:25,"faber",6,2025
"216","0688_2",1751068800,70,23.3224970971429,51.3545090742857,23.3224970971429,51.3545090742857,2025-06-28 11:29:56,"faber",6,2025
"217","0688_2",1751155200,38,23.3216508631579,51.3550035368421,23.3216508631579,51.3550035368421,2025-06-29 11:57:13,"faber",6,2025
